NO,sigungu,beonji,bonbeon,bubeon,dangi,class,area,cntr_ym,cntr_d,deposit,m_rent,floor,built_y,road_nm,cntr_prd,cntr_cls ,renew,pre_deposit,pre_m_rent
533,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,22,13,533,58,19,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
534,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202404,22,18,480,80,17,2022,원효로97길 15,202406~202606,갱신,-,18,480,78
535,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,22,17,344,75,14,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
536,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,22,12,106,52,11,2022,원효로97길 15,202406~202606,갱신,-,12,106,51
537,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,22,17,344,75,13,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
538,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202404,22,18,480,80,8,2022,원효로97길 15,202406~202606,갱신,-,18,480,78
539,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,22,17,344,75,11,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
540,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,23,13,533,58,22,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
541,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,23,13,875,90,28,2022,원효로97길 15,202406~202606,갱신,-,13,875,88
542,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,23,13,533,58,24,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
543,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202404,23,14,784,95,9,2022,원효로97길 15,202406~202606,갱신,-,14,784,93
544,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,23,13,533,58,24,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
545,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,23,13,533,58,19,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
546,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,23,13,533,58,20,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
547,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,23,17,344,75,4,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
548,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,23,12,106,52,9,2022,원효로97길 15,202406~202606,갱신,-,12,106,51
549,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,23,17,344,75,26,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
550,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,23,17,344,75,19,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
551,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,23,13,875,90,20,2022,원효로97길 15,202406~202606,갱신,-,13,875,88
552,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,23,15,610,82,22,2022,원효로97길 15,202406~202606,갱신,-,15,610,80
553,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202404,24,92,000,0,32,2014,원효로90길 11,202408~202608,갱신,-,81,900,0
554,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,월세,59.557,202404,24,320,320,6,2014,원효로90길 11,202405~202605,신규,-,,
555,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,24,15,610,82,5,2022,원효로97길 15,202406~202606,갱신,-,15,610,80
556,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,24,13,533,58,22,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
557,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,24,13,533,58,25,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
558,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202404,24,16,632,88,10,2022,원효로97길 15,202406~202606,갱신,-,16,632,86
559,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,24,17,344,75,25,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
560,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,24,17,344,75,12,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
561,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,24,13,533,58,26,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
562,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,24,13,533,58,22,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
563,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,24,17,344,75,3,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
564,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,25,9,685,63,12,2022,원효로97길 15,202406~202606,갱신,-,9,685,62
565,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,25,13,533,58,21,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
566,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,25,17,344,75,26,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
567,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202404,25,18,480,80,18,2022,원효로97길 15,202406~202606,갱신,-,18,480,78
568,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,25,17,344,75,27,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
569,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,25,17,344,75,23,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
570,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,25,17,344,75,22,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
571,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,25,17,344,75,24,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
572,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202404,25,18,480,80,12,2022,원효로97길 15,202406~202606,갱신,-,18,480,78
573,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,25,17,344,75,13,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
574,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,25,10,826,70,19,2022,원효로97길 15,202406~202606,갱신,-,10,826,69
575,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202404,25,18,480,80,11,2022,원효로97길 15,202406~202606,갱신,-,18,480,78
576,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,25,17,344,75,28,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
577,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,25,13,533,58,14,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
578,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,26,13,533,58,28,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
579,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,26,13,533,58,17,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
580,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,26,17,344,75,18,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
581,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,26,17,344,75,17,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
582,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,26,13,875,90,25,2022,원효로97길 15,202406~202606,갱신,-,13,875,88
583,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,26,13,533,58,25,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
584,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,26,9,685,63,7,2022,원효로97길 15,202406~202606,갱신,-,9,685,62
585,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,26,13,533,58,23,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
586,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,26,17,344,75,20,2022,원효로97길 15,202407~202607,갱신,-,17,344,73
587,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,26,13,533,58,23,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
588,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,26,12,106,52,10,2022,원효로97길 15,202406~202606,갱신,-,12,106,51
589,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,26,13,533,58,15,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
590,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,26,17,344,75,21,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
591,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,26,13,533,58,14,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
592,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,26,12,106,52,11,2022,원효로97길 15,202406~202606,갱신,-,12,106,51
593,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202404,28,87,000,0,18,2014,원효로90길 11,202405~202605,신규,-,,
594,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202404,29,18,480,80,27,2022,원효로97길 15,202406~202606,갱신,-,18,480,78
595,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,29,13,533,58,28,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
596,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,29,12,106,52,6,2022,원효로97길 15,202406~202606,갱신,-,12,106,51
597,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,30,17,344,75,24,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
598,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,30,17,344,75,20,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
599,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,30,13,533,58,19,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
600,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202404,30,18,480,80,24,2022,원효로97길 15,202406~202606,갱신,-,18,480,78
601,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,30,17,344,75,23,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
602,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,30,17,344,75,20,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
603,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,15.9722,202404,30,6,293,27,29,2022,원효로97길 15,202406~202605,갱신,-,6,293,26
604,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202404,30,18,480,80,23,2022,원효로97길 15,202406~202606,갱신,-,18,480,78
605,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,30,10,826,70,16,2022,원효로97길 15,202406~202606,갱신,-,10,826,69
606,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202404,30,17,344,75,16,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
607,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,30,13,533,58,23,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
608,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,30,13,533,58,16,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
609,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202404,30,9,685,63,10,2022,원효로97길 15,202406~202606,갱신,-,9,685,62
610,서울특별시 용산구 원효로1가,41,41,0,용산더프라임,전세,84.976,202405,2,69,000,0,29,2014,원효로90길 11,202405~202605,갱신,-,66,000,0
611,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202405,2,17,344,75,28,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
612,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202405,2,17,344,75,18,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
613,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202405,2,13,875,90,8,2022,원효로97길 15,202407~202607,갱신,-,13,875,88
614,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202405,2,13,533,58,28,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
615,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202405,2,17,344,75,6,2022,원효로97길 15,202407~202606,갱신,-,17,344,73
616,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202405,2,18,480,80,21,2022,원효로97길 15,202406~202606,갱신,-,18,480,78
617,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202405,2,17,344,75,11,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
618,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202405,2,17,344,75,23,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
619,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202405,2,17,344,75,7,2022,원효로97길 15,202407~202606,갱신,-,17,344,73
620,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202405,2,13,533,58,26,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
621,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9485,202405,2,18,480,80,10,2022,원효로97길 15,202406~202606,갱신,-,18,480,78
622,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202405,2,17,344,75,24,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
623,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202405,2,13,533,58,17,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
624,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202405,3,13,533,58,27,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
625,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,43.9656,202405,3,17,344,75,13,2022,원효로97길 15,202406~202606,갱신,-,17,344,73
626,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202405,3,10,826,70,15,2022,원효로97길 15,202406~202606,갱신,-,10,826,69
627,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202405,3,9,685,63,5,2022,원효로97길 15,202406~202606,갱신,-,9,685,62
628,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202405,3,13,533,58,14,2022,원효로97길 15,202406~202606,갱신,-,13,533,57
629,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,15.965,202405,3,6,543,28,29,2022,원효로97길 15,202406~202606,갱신,-,6,543,27
630,서울특별시 용산구 원효로1가,134,134,0,용산원효루미니,월세,33.9588,202405,3,12,106,52,6,2022,원효로97길 15,202406~202606,갱신,-,12,106,51
